SmartHome-api logfile created.2019-06-26 16:06:00,415 - smartHome-api - INFO - Program started
2019-06-26 16:06:00,771 - smartHome-api - INFO - Program started
2019-06-26 14:11:40,342 - smartHome-api - INFO - Program started
2019-06-26 14:11:40,638 - smartHome-api - INFO - Program started
2019-06-26 14:11:48,260 - smartHome-api - INFO - Program started
2019-06-26 14:11:48,544 - smartHome-api - INFO - Program started
2019-06-26 14:12:25,721 - smartHome-api - INFO - Program started
2019-06-26 14:12:26,032 - smartHome-api - INFO - Program started
2019-06-26 14:31:05,039 - smartHome-api - INFO - Program started
2019-06-26 15:02:24,172 - smartHome-api - INFO - Program started
